belongs_to_collection,genres,original_language,popularity,production_companies,release_date,runtime,status,title,vote_average,return
-1,2384,41,2,13053,14,2,4,Cart,2,0.0
-1,3939,15,3,21073,14,1,4,The Silent Mountain,2,0.0
-1,1845,17,0,-1,14,0,4,Ballroom Dancer,0,0.0
-1,2384,34,3,-1,14,1,4,Indivisible,3,0.0
-1,2384,19,2,3235,14,1,4,Mr. Pig,2,0.0
-1,2306,17,3,3272,14,0,4,Sister Cities,3,0.0
-1,2384,17,2,18862,14,0,4,Emily & Tim,3,0.0
-1,1845,17,1,-1,14,0,4,Magicians: Life in the Impossible,2,0.0
-1,2384,19,1,-1,14,0,4,Journey,0,0.0
-1,2949,17,0,17166,13,0,4,Lust in the Mummy's Tomb,0,0.0
-1,3032,17,1,-1,13,0,4,Paris by Night of the Living Dead,1,0.0
-1,508,17,2,16828,13,2,4,Dynamite Warrior,1,0.0
-1,193,78,0,1968,13,2,4,Mercury Man,0,0.0
1370,3032,36,1,19387,9,0,4,Shogun's Joys of Torture,2,0.0
-1,-1,36,3,13645,11,0,4,White Rose Campus: Then... Everybody Gets Raped,0,0.0
-1,-1,36,1,-1,13,0,4,The Strange Saga of Hiroshi the Freeloading Sex Machine,1,0.0
-1,1247,17,2,-1,13,0,4,Shyness Machine Girl,0,0.0
-1,368,36,2,19388,13,1,4,Yo-Yo Girl Cop,1,0.0
-1,599,11,0,-1,13,0,4,Lethal Angels,0,0.0
-1,3367,36,1,10488,13,0,4,Lunch Box,0,0.0
-1,3032,17,2,-1,13,0,4,Malibu Shark Attack,0,0.0
-1,529,36,2,-1,13,0,4,The Girls Rebel Force of Competitive Swimmers,0,0.0
-1,470,17,2,-1,12,2,4,Cage II: The Arena of Death,0,0.0
-1,1454,17,1,11248,13,2,4,Make-Out with Violence,1,0.0
-1,391,17,1,-1,14,1,4,Lure: Teen Fight Club,0,0.0
-1,2277,17,4,15905,14,1,4,Priceless,2,0.0
-1,1599,17,0,4694,14,0,4,"Nick Cannon: Stand Up, Don't Shoot",3,0.0
-1,1845,17,0,14402,13,1,4,Ayurveda: Art of Being,1,6.91
-1,2250,17,2,2762,14,2,4,Departure,3,0.0
-1,2452,17,2,19717,14,1,4,Fair Haven,2,0.0
-1,3367,17,2,-1,14,0,4,Akron,3,0.0
-1,2384,28,3,2534,14,2,4,Parched,3,0.0
-1,-1,41,0,-1,14,1,4,10 Minutes,3,0.0
-1,2384,19,0,15512,9,2,4,Invasion,3,0.0
-1,1845,17,2,15687,14,1,4,Oklahoma City,2,0.0
-1,2384,24,3,14086,14,1,4,Fanny's Journey,3,0.0
-1,3032,17,0,3377,14,0,4,Tonight It's You,1,0.0
-1,2277,17,0,-1,14,0,4,Tonight It's Me,1,0.0
-1,1845,24,0,-1,10,0,4,The Order,2,0.0
-1,1845,17,0,6050,2,0,4,Buffalo Dance,0,0.0
-1,59,11,0,96,12,1,4,Kung Fu Vs. Acrobatic,1,0.0
-1,1227,17,0,-1,14,0,4,Once Upon a Line,3,0.0
-1,1271,17,1,6586,14,0,4,Happy End,3,0.0
-1,1104,24,1,5957,14,0,4,Asteria,2,0.0
448,1044,36,2,18616,13,1,4,Fist of the North Star: Legend of Raoh - Chapter of Death in Love,2,0.0
448,232,36,2,18616,13,0,4,Fist of the North Star: Legend of Yuria,1,0.0
448,232,36,3,18616,13,1,4,Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight,2,0.0
448,1044,36,2,18616,13,0,4,Fist of the North Star: Legend of Toki,1,0.0
448,1044,36,2,18616,13,0,4,Fist of the North Star: The Legend of Kenshiro,1,0.0
-1,1845,17,1,20540,14,0,4,Enemy of the Reich: The Noor Inayat Khan Story,0,0.0
1059,1180,36,2,19381,13,0,4,Saint Seiya Heaven Chapter: Overture,2,0.0
1059,224,36,3,19390,11,0,4,Saint Seiya: Evil Goddess Eris,1,0.0
1059,224,36,2,19390,11,0,4,Saint Seiya: The Heated Battle of the Gods,2,0.0
1059,224,36,3,19390,11,0,4,Saint Seiya: Legend of Crimson Youth,2,0.0
1059,224,36,2,19390,11,0,4,Saint Seiya: Warriors of the Final Holy Battle,1,0.0
-1,2384,30,2,-1,14,0,4,Sing,3,0.0
-1,-1,17,0,11635,14,0,4,Silent Nights,3,0.0
-1,-1,17,1,-1,14,0,4,Timecode,3,0.0
-1,2384,24,1,-1,14,0,4,Enemies Within,3,0.0
-1,1599,17,0,2860,14,0,4,Nick Di Paolo: Another Senseless Killing,0,0.0
-1,1599,17,0,17408,14,0,4,Gary Owen: I Agree With Myself,0,0.0
-1,1599,17,0,2830,14,0,4,Mel Brooks: Live at the Geffen,3,0.0
-1,1599,17,0,20163,14,0,4,Brian Gaar: Jokes I Wrote At Work,0,0.0
-1,1599,17,0,13503,14,0,4,Andy Peters: Exclamation Mark Question Point,0,0.0
-1,1599,17,0,11987,14,0,4,Barry Hilton: The Live Series,0,0.0
-1,1599,17,0,13504,14,0,4,Keith Robinson: Back of the Bus Funny,0,0.0
-1,1599,17,0,11145,14,0,4,Ralphie May: Unruly,0,0.0
-1,1599,17,0,-1,14,0,4,Trevor Moore: High In Church,3,0.0
-1,1599,17,0,-1,14,0,4,Jay Mohr: Happy. And A Lot.,0,0.0
-1,1599,17,1,6357,14,0,4,Jim Norton: Contextually Inadequate,3,0.0
-1,1599,17,0,-1,14,0,4,Nate Bargatze: Full Time Magic,3,0.0
-1,1599,17,0,21436,14,0,4,Mick Foley: Cheap Pops,0,0.0
-1,1599,17,0,2133,14,0,4,Brad Williams: Fun Size,3,0.0
-1,1599,17,1,4676,14,2,4,Christopher Titus: Angry Pursuit of Happiness,3,0.0
-1,1599,17,0,16540,14,0,4,Jim Breuer: Comic Frenzy,1,0.0
-1,1599,17,0,4695,14,0,4,Nick Swardson: Taste It,3,0.0
-1,1599,17,0,8314,14,0,4,Susan Calman: Lady Like,0,0.0
-1,1599,17,0,13506,14,0,4,Lisa Lampanelli: Back to the Drawing Board,2,0.0
-1,1599,17,0,16121,14,0,4,Bridget Everett: Gynecological Wonder,0,0.0
-1,1599,17,1,2809,14,0,4,Jay Pharoah: Can I Be Me?,2,0.0
-1,1599,17,0,-1,14,0,4,Natasha Leggero: Live at Bimbo's,3,0.0
-1,1599,17,0,13506,14,0,4,Craig Ferguson: Just Being Honest,2,0.0
-1,1523,17,1,-1,14,0,4,Jeff Dunham: Unhinged in Hollywood,1,0.0
-1,3611,17,1,2710,14,0,4,Steve Rannazzisi: Breaking Dad,0,0.0
-1,1599,17,0,11147,14,0,4,Margaret Cho: PsyCHO,0,0.0
-1,1599,17,0,5166,14,0,4,Brian Regan: Live From Radio City Music Hall,3,0.0
-1,1599,17,1,13506,14,0,4,Anjelah Johnson: Not Fancy,0,0.0
-1,1599,17,0,13506,14,0,4,Jimmy Dore: Sentenced To Live,0,0.0
-1,1599,17,1,4686,14,0,4,Paul F. Tompkins: Crying and Driving,3,0.0
-1,1599,17,0,13506,14,0,4,Sarah Colonna: I Can't Feel My Legs,0,0.0
829,1599,17,0,8314,14,1,4,Miles Jupp: Is The Chap You're Thinking Of,0,0.0
-1,1599,17,0,11449,14,0,4,John Bishop Supersonic Live,3,0.0
-1,1599,17,0,1328,14,0,4,Trevor Noah: Lost In Translation,3,0.0
-1,1599,17,1,-1,14,1,4,Dara O'Briain Crowd Tickler,3,0.0
-1,1599,17,1,20567,14,0,4,Kevin Bridges Live: A Whole Different Story,3,0.0
-1,1599,17,1,6357,14,0,4,Marc Maron: More Later,3,0.0
-1,1599,17,0,18415,14,0,4,Elliott Morgan: Premature,0,0.0
-1,1599,17,0,-1,14,0,4,Mike Epps: Don't Take It Personal,1,0.0
-1,575,15,3,3067,14,1,4,Scavengers,0,0.0
-1,1570,17,1,7916,14,0,4,Jerrod Carmichael: Love at the Store,3,0.0
-1,-1,17,0,-1,14,0,4,Keith Lowell Jensen: Atheist Christmas,0,0.0
-1,1599,17,0,13513,14,0,4,"Myq Kaplan: Small, Dork and Handsome",2,0.0
-1,1599,17,0,-1,14,0,4,Kurt Metzger: White Precious,0,0.0
-1,3611,17,1,4685,14,0,4,Tracy Morgan: Bona Fide,0,0.0
-1,1599,17,0,18691,14,0,4,Joe Rogan: Rocky Mountain High,0,0.0
-1,1599,17,0,18959,13,0,4,Greg Giraldo: Midlife Vices,1,0.0
-1,1599,17,0,11146,14,0,4,Sebastian Maniscalco: Aren't You Embarrassed?,0,0.0
-1,318,17,0,-1,13,0,4,Robert Newman's History of Oil,0,0.0
47,1599,17,0,15387,12,0,4,Alan Davies: Live at the Lyric,1,0.0
1442,1599,17,0,-1,13,0,4,"Al Murray, The Pub Landlord - Glass of White Wine for the Lady",0,0.0
654,1599,17,0,-1,13,0,4,John Pinette: I Say Nay Nay,2,0.0
654,1599,17,2,-1,13,0,4,John Pinette: I'm Starvin'!,3,0.0
-1,1599,17,1,3621,14,0,4,Micky Flanagan: Live - Back In The Game Tour,2,0.0
-1,3428,19,0,9683,14,0,4,Trémulo,3,0.0
-1,3028,17,4,2406,14,0,4,Don't Hang Up,1,0.0
-1,2384,17,4,11358,14,2,4,The Glass Castle,2,0.0
-1,3062,23,0,18403,8,0,4,Beautiful Vera,0,0.0
-1,1772,23,0,13173,11,-1,4,Petos,3,0.0
-1,2360,17,3,22142,14,2,4,Mean Dreams,2,0.0
-1,1821,17,3,15136,14,1,3,Banking on Bitcoin,3,0.0
-1,3211,17,4,123,14,1,4,The Void,1,0.0
-1,207,17,3,5767,13,0,4,Disaster!,0,0.0
-1,-1,17,0,-1,14,0,4,Dartmoor Killing,1,0.0
-1,2360,17,1,2023,14,0,4,Fare,0,0.0
-1,3653,17,4,1902,14,1,4,The Thirteenth Tale,1,0.0
-1,1804,62,0,-1,14,1,4,Eu Maior,1,0.0
-1,3896,17,2,2026,14,2,4,Painkillers,0,0.0
-1,1408,19,1,-1,14,0,4,The Apostate,1,0.0
-1,2384,17,3,8958,14,2,4,Tom of Finland,3,0.0
-1,1845,58,2,-1,14,0,4,Magnus,3,0.0
-1,-1,17,0,-1,14,1,4,Deconstructing Sgt. Pepper's Lonely Hearts Club Band,0,0.0
-1,1599,11,0,-1,11,1,4,Chicken and Duck Talk,3,0.0
-1,1845,17,1,-1,13,0,4,NY77: The Coolest Year in Hell,3,0.0
-1,2148,14,1,-1,14,1,4,Across the Waters,2,0.0
-1,2050,60,2,14256,10,1,5,The Birch Wood,2,0.0
-1,1715,19,0,7864,11,0,4,Escape from Segovia,2,0.0
-1,2000,17,1,16635,14,0,4,Donald Cried,3,0.0
-1,1508,17,1,-1,13,0,4,Zombies! Zombies! Zombies!,0,0.0
-1,1508,17,2,-1,14,1,4,Kill Zombie!,0,0.0
-1,3032,17,1,740,13,0,4,Zombie Wars,0,0.0
-1,1508,65,2,13514,14,1,4,Zombie Fever,0,0.0
-1,2909,17,0,-1,14,1,4,Zombie Pizza,3,0.0
-1,3032,17,0,-1,14,1,4,Zombie Christ,0,0.0
1154,529,17,4,8272,14,0,4,Stake Land II: The Stakelander,1,0.0
-1,2384,3,2,139,14,0,4,Sand Storm,1,0.0
-1,2384,17,3,15514,14,2,4,Wolves,1,0.0
-1,3423,17,4,1808,14,2,4,Their Finest,3,0.37
-1,3365,17,4,6000,14,2,4,The Ottoman Lieutenant,2,0.01
-1,2384,17,4,1786,14,0,4,Lady Macbeth,2,0.0
-1,3194,17,4,1801,14,2,4,The Sense of an Ending,2,0.0
-1,2239,24,4,438,14,2,4,Personal Shopper,1,0.22
-1,1408,24,2,9953,14,0,4,The Railroad Lady,3,0.0
-1,2277,17,3,-1,13,0,4,Just a Question of Love,3,0.0
-1,2384,27,0,-1,14,0,4,Wedding Doll,2,0.0
-1,1140,17,1,13158,14,0,4,Window Horses,3,0.0
-1,1250,11,2,4935,12,1,4,Love on Delivery,2,0.0
-1,2241,17,0,-1,14,0,4,The Strange Ones,2,0.0
-1,2945,17,3,-1,14,1,4,Goblin,0,0.0
-1,1689,17,3,10546,14,2,4,River,3,0.0
-1,1845,17,1,-1,14,0,4,Extremis,3,0.0
827,2384,36,3,19387,14,2,4,Midnight Diner,3,0.0
-1,1845,16,0,22583,14,0,4,4.1 Miles,3,0.0
-1,3114,17,1,5978,14,2,4,The Rolling Stones - Havana Moon,3,0.0
-1,2000,17,4,2678,14,1,4,Carrie Pilby,3,0.0
-1,774,24,1,6857,12,1,4,The Jackpot!,2,0.0
-1,2000,34,2,10935,12,0,4,La crise,3,0.0
-1,1599,74,1,13746,14,1,4,For Better and Worse,0,0.0
-1,3920,17,4,16140,14,1,3,The Institute,0,0.0
-1,3646,17,0,10593,14,0,4,Lead with Your Heart,0,0.0
-1,1599,62,3,14939,14,0,4,Internet - O Filme,0,0.0
-1,3804,15,3,-1,14,1,4,Shame the Devil,0,0.0
-1,3028,57,2,17372,14,0,4,Prey,1,0.0
-1,1845,17,0,-1,14,0,4,Joe's Violin,1,0.0
-1,2000,24,3,-1,14,0,4,Patients,3,0.0
-1,368,17,4,16718,14,1,4,The Assignment,0,0.0
-1,643,24,0,-1,11,0,4,Day of the Panther,0,0.0
-1,643,78,1,-1,13,0,4,FB: Fighting Beat,1,0.0
-1,643,24,0,14285,12,1,4,To Be the Best,3,0.0
903,643,17,0,-1,12,1,4,Fists of Iron,0,0.0
-1,330,19,1,-1,13,1,4,Bangkok Adrenaline,0,0.0
-1,1831,17,0,-1,13,2,4,Ramones: Raw,3,0.0
-1,2084,17,4,17521,14,1,4,Fallen,1,0.0
-1,1845,17,0,-1,14,0,4,Laughter of Others,3,0.0
1195,2457,62,0,19294,13,1,4,Tainá: An Amazon Adventure,0,0.0
-1,1599,62,2,8292,14,2,4,Men Are From Mars... And That’s Where I’m Going!,2,0.0
-1,1599,62,3,8295,14,1,4,Loucas pra Casar,2,0.0
-1,-1,78,2,4677,14,0,4,Yes or No 2,2,0.0
-1,1599,62,2,5696,14,0,4,Mato sem Cachorro,1,0.0
-1,2092,17,4,18348,14,2,4,The Shack,3,2.87
1680,3316,80,0,-1,14,-1,4,Şevkat Yerimdar,3,0.0
-1,2404,15,2,721,14,0,4,Sword of D'Artagnan,3,0.0
-1,2384,17,1,-1,14,0,4,Some Dogs Bite,0,0.0
-1,3214,65,3,7382,14,1,4,The Bride,1,0.0
-1,1845,24,1,-1,14,0,4,Les Pépites,3,0.0
-1,1845,24,0,13961,11,2,4,The Shimmering Beast,0,0.0
-1,2995,17,4,4621,14,2,4,Life,2,1.73
-1,3561,15,1,-1,13,0,4,Race to Mars,0,0.0
-1,1552,36,2,17347,13,1,4,Lovely Complex,1,0.0
-1,1845,62,0,8290,13,0,4,Pro Dia Nascer Feliz,2,0.0
-1,2384,62,2,10910,14,2,4,Chico Xavier,3,0.0
-1,1350,17,3,10462,14,1,4,Foster,2,0.0
-1,2384,17,0,-1,14,1,4,National Geographic American Blackout,0,0.0
-1,2699,17,4,1270,14,1,4,Don't Kill It,2,0.0
-1,2384,24,2,6477,9,1,4,"Goto, Island of Love",3,0.0
-1,362,28,4,6848,14,2,4,Kaabil,3,0.0
1671,774,19,2,12786,14,2,4,Zip & Zap and the Captain's Island,0,0.0
-1,3032,17,1,11136,14,1,4,The Raking,1,0.0
-1,3871,17,2,15354,13,0,4,Bugcrush,2,0.0
-1,2205,17,1,5683,14,0,4,Cruel Summer,2,0.0
-1,1845,17,2,-1,14,1,4,The Sunshine Makers,3,0.0
-1,109,17,4,15273,14,2,4,The Lost City of Z,2,0.29
-1,2308,17,4,9029,14,0,4,Sleight,1,0.0
1341,3561,17,3,-1,12,2,4,Guyver: Dark Hero,1,0.0
-1,1599,17,1,-1,12,0,4,Robert Schimmel: Unprotected,3,0.0
-1,1599,17,0,15579,13,0,4,Bill Maher: Be More Cynical,2,0.0
-1,1599,17,2,-1,12,0,4,Denis Leary: No Cure for Cancer,3,0.0
-1,1599,17,1,8186,14,0,4,Wyatt Cenac: Comedy Person,1,0.0
-1,1599,17,2,-1,13,0,4,"Nick Swardson: Seriously, Who Farted?",2,0.0
-1,1599,17,1,-1,12,0,4,Jon Stewart: Unleavened,0,0.0
-1,1599,17,0,7916,14,0,4,Triumph’s Election Special 2016,0,0.0
-1,1599,17,0,-1,14,0,4,Eugene Mirman: An Evening of Comedy in a Fake Underground Laboratory,0,0.0
-1,1599,17,0,15703,14,0,4,"Pete Holmes: Nice Try, the Devil!",3,0.0
-1,1599,17,1,1706,14,0,4,Kurt Braunohler: Trust Me,3,0.0
-1,1599,17,0,13513,14,0,4,Moshe Kasher: Live in Oakland,3,0.0
-1,1599,17,0,9812,14,0,4,Chris Hardwick: Mandroid,3,0.0
-1,-1,19,0,-1,14,0,4,School's out,0,0.0
-1,-1,17,0,-1,14,0,4,Rânia,0,0.0
-1,1523,17,3,-1,14,0,4,School Dance,3,0.0
-1,2000,24,4,12068,14,2,4,Two Is a Family,3,0.0
-1,1845,17,2,15690,14,2,4,Prohibition,3,0.0
-1,1845,17,0,890,14,0,4,Decadence and Downfall: The Shah of Iran's Ultimate Party,3,0.0
-1,3194,17,3,17634,14,1,4,Buster's Mal Heart,2,0.0
-1,2384,17,3,2747,13,2,4,Tess of the D'Urbervilles,3,0.0
729,2995,17,2,18491,14,0,4,2 Lava 2 Lantula!,1,0.0
-1,3032,17,2,-1,13,1,4,LD 50 Lethal Dose,0,0.0
-1,2026,41,2,13573,14,2,4,The King,3,0.0
-1,2205,34,2,4024,10,0,4,Killer Nun,0,0.0
-1,3032,17,2,4144,14,0,4,Ghosts of Darkness,2,0.0
-1,-1,17,0,-1,12,0,4,Black Ice,2,0.0
-1,2384,36,1,19461,14,1,4,If Cats Disappeared From the World,3,0.0
-1,-1,24,1,1196,14,0,4,The Magic Mountain,3,0.0
-1,-1,65,0,-1,12,0,4,The Mediator,1,0.0
-1,3682,17,0,-1,11,0,4,Fish Heads,3,0.0
-1,181,17,4,11363,14,2,4,Power Rangers,2,1.42
987,2995,17,4,20085,14,2,4,Alien: Covenant,1,2.4
-1,1599,34,3,9879,14,0,1,Beata ignoranza,1,0.0
-1,2384,15,0,18784,10,0,4,Bremer Freiheit,2,0.0
-1,2384,15,1,17216,10,1,4,Jail Bait,3,0.0
-1,249,17,4,6934,14,1,4,Free Fire,2,0.36
-1,2277,17,3,12913,14,2,4,The Other Half,3,0.0
-1,3561,17,1,4975,12,1,4,Escape from Mars,0,0.0
-1,3025,17,2,7238,10,1,4,Stranger in Our House,0,0.0
-1,1845,15,0,15998,14,0,4,Rainer Werner Fassbinder's World on a Wire: Looking Ahead to Today,0,0.0
-1,-1,36,0,-1,12,0,4,Shinjuku Boys,2,0.0
-1,3428,24,1,3190,14,0,4,Angèle and Tony,2,0.0
-1,1845,24,0,55,14,1,4,Silvered Water,0,0.0
-1,1831,17,1,17439,14,0,4,Austin to Boston,3,0.0
-1,1845,17,0,-1,13,0,4,Southern Fried Bigfoot,0,0.0
-1,-1,15,0,8878,10,0,4,Between Two Wars,0,0.0
-1,2384,19,2,6076,14,1,4,Deseo,3,0.0
-1,1845,17,1,-1,14,0,4,e-motion,3,0.0
-1,1845,17,3,7418,14,0,4,Casting JonBenet,1,0.0
-1,2384,24,3,-1,14,2,4,Django,2,0.0
-1,2452,41,1,12748,14,2,4,Canola,3,0.0
-1,2384,17,2,14257,14,0,4,The Vessel,1,0.0
-1,2060,17,1,1963,14,0,4,Milton's Secret,2,0.0
-1,2384,17,0,-1,14,2,4,God's Compass,3,0.0
-1,2222,17,0,-1,14,0,4,The Passion,2,0.0
-1,1599,17,4,13248,14,0,4,Amy Schumer: The Leather Special,0,0.0
-1,1408,17,2,13591,14,1,4,Dead Man Talking,1,0.0
-1,3252,17,1,-1,14,1,4,The Man in 3B,3,0.0
-1,2909,17,2,-1,14,1,4,Halloweed,0,0.0
-1,1599,17,0,2782,6,0,4,Doctor's Orders,0,0.0
-1,-1,17,0,21572,9,1,4,The Prince and the Pauper,0,0.0
-1,-1,17,1,-1,9,1,4,Almost Angels,0,0.0
-1,1599,17,0,-1,9,0,4,The Amorous Prawn,0,0.0
-1,-1,17,0,-1,11,2,4,The Importance of Being Earnest,0,0.0
-1,-1,17,0,-1,14,0,4,Miguel San Miguel,1,0.0
-1,1845,17,0,-1,11,0,4,As You See,0,0.0
-1,1408,80,2,19338,14,1,4,Are We Ok?,1,0.0
-1,3083,80,2,12057,14,2,4,Unutursam Fısılda,3,0.0
-1,1408,23,2,17710,14,0,3,Unexpected Journey,0,0.0
-1,2384,17,0,10015,6,0,4,Slaves in Bondage,0,0.0
-1,2384,65,0,5420,14,1,4,The Puppet Syndrome,3,0.0
-1,1538,17,2,12373,9,2,4,The Yellow Rolls-Royce,0,0.0
-1,2384,15,1,4854,14,2,4,The Strange Case of Wilhelm Reich,1,0.0
-1,1599,17,2,22584,13,0,5,Next Floor,2,0.0
-1,3900,17,0,-1,14,0,4,The Shaman,3,0.0
-1,1692,17,1,12378,8,1,4,The Scapegoat,3,0.0
1574,1599,24,3,8047,10,2,4,An Elephant Can Be Extremely Deceptive,2,0.0
758,220,36,2,19722,14,0,4,Little Witch Academia: The Enchanted Parade,3,0.0
-1,1024,36,3,18177,12,2,4,Samurai X: Trust & Betrayal,3,0.0
1131,2909,17,3,5731,11,0,4,Sleepaway Camp II: Unhappy Campers,1,0.0
-1,1599,17,0,581,8,0,4,Penny Points to Paradise,1,0.0
-1,2116,17,0,-1,10,1,4,A Day at the Beach,0,0.0
-1,2360,17,4,3835,14,2,4,The Dinner,0,0.0
-1,1291,15,2,21864,14,2,4,Wild Mouse,3,0.0
-1,1715,17,0,7335,14,0,4,The Avenue,0,0.0
-1,1845,17,0,-1,13,0,4,The Bridge on the River Kwai: An Appreciation by Filmmaker John Milius,0,0.0
-1,1957,17,1,11498,10,2,4,The Choirboys,1,0.0
-1,1480,17,0,-1,13,1,4,The Most Fertile Man in Ireland,1,0.0
-1,-1,17,0,-1,11,1,4,Ngati,1,0.0
-1,-1,17,0,21579,8,0,4,Jungle Cat,3,0.0
-1,368,17,3,9630,14,1,4,Arsenal,0,0.0
-1,1567,17,3,4038,13,1,4,2001: A Space Travesty,0,0.0
-1,2384,17,3,2714,12,1,4,Brink!,2,0.0
1530,575,17,2,3289,13,0,4,Timecop 2: The Berlin Decision,0,0.0
-1,3338,17,2,6144,14,0,4,A Date for Mad Mary,3,0.0
-1,4002,19,4,19525,14,1,4,Rescue Under Fire,2,0.0
-1,1599,17,1,-1,14,0,4,Jim Norton: Mouthful of Shame,3,0.0
401,572,17,3,-1,13,1,4,Epoch: Evolution,0,0.0
401,3561,17,4,20311,13,1,4,Epoch,0,0.0
-1,2664,65,2,1326,14,0,4,Zoology,3,0.0
-1,2384,17,2,17221,14,0,4,From Straight A's to XXX,2,0.0
-1,3419,17,2,15496,12,1,4,Snapdragon,0,0.0
1608,1109,17,2,496,13,0,4,Wallace & Gromit's Cracking Contraptions,2,0.0
-1,621,65,2,1567,14,0,4,Slove,0,0.0
-1,2060,17,4,19700,11,1,4,Rad,3,0.0
-1,1708,24,2,-1,11,1,4,Dead Man's Folly,1,0.0
-1,2384,15,1,1629,14,0,4,My Brother's Keeper,0,0.0
-1,2850,17,0,10604,14,0,4,Jaurès,1,0.0
-1,1845,17,0,1912,13,2,4,Gaea Girls,0,0.0
-1,3920,17,4,1415,14,2,4,The Invisible Guardian,3,0.0
-1,2026,17,3,22246,13,2,4,Haven,1,0.0
-1,864,17,2,22073,11,2,4,Windwalker,0,0.0
-1,1845,87,4,21588,14,0,4,Born in China,3,0.0
-1,2384,15,1,7911,14,2,4,One Breath,1,0.0
-1,1746,17,2,-1,14,0,4,Population Zero,0,0.0
-1,3159,17,3,12605,12,1,4,Poodle Springs,2,0.0
-1,3920,17,1,6877,14,1,3,Gemini,0,0.0
-1,1845,17,0,-1,14,1,4,Junior,0,0.0
-1,1845,57,1,3283,5,0,4,Rain,3,0.0
-1,1227,17,0,-1,14,0,4,Lily  & the Snowman,0,0.0
-1,2384,79,1,3520,14,2,3,Ma' Rosa,1,0.0
-1,1599,17,2,13248,14,0,4,Trevor Noah: Afraid of the Dark,3,0.0
-1,2546,17,2,3248,11,0,4,The Barbarians,1,0.0
-1,470,17,0,-1,11,0,4,Kill Squad,0,0.0
-1,2116,17,0,13551,11,2,4,Smash Palace,1,0.0
-1,187,17,1,6048,13,1,4,Icebreaker,0,0.0
-1,2997,17,4,10498,12,2,4,The Tommyknockers,1,0.0
-1,134,17,3,14413,13,2,4,Jason and the Argonauts,1,0.0
299,616,17,3,16253,12,0,4,Darkman III: Die Darkman Die,0,0.0
1333,2684,17,2,17359,13,0,4,The Gingerdead Man,0,0.0
-1,3547,17,2,506,12,0,4,The Time Shifters,1,0.0
630,56,17,4,21491,13,0,4,Inspector Gadget 2,0,0.0
1144,2995,17,4,218,13,1,4,Species: The Awakening,0,0.0
1144,3449,17,4,6590,13,2,4,Species III,0,0.0
-1,2177,17,3,14933,13,0,4,Population 436,1,0.0
754,1090,17,4,21572,13,0,4,Lilo & Stitch 2: Stitch has a Glitch,2,0.0
-1,1599,17,3,-1,12,1,4,The Stoned Age,1,0.0
1572,692,17,4,12095,13,0,4,Ultimate Avengers 2,2,0.0
-1,1599,17,1,21868,13,1,4,Totally Awesome,0,0.0
-1,1599,17,3,21666,13,0,4,Christmas Vacation 2: Cousin Eddie's Island Adventure,0,0.0
-1,470,17,3,19635,11,1,4,The Legend of Billie Jean,2,0.0
1453,1445,17,3,20125,13,1,4,The Sandlot 2,1,0.0
-1,-1,17,1,-1,11,0,4,Introducing... Janet,0,0.0
-1,2277,17,3,15070,14,1,4,Ali and Nino,3,0.0
-1,616,17,3,4931,14,0,4,Thirst,1,0.0
-1,1599,24,2,74,14,0,4,Lost in Paris,3,0.0
-1,829,17,2,14355,13,1,4,The Blue Butterfly,2,0.0
-1,-1,19,0,-1,10,1,4,Santo en Anónimo mortal,0,0.0
-1,2970,17,2,-1,14,0,4,Madison County,0,0.0
-1,-1,17,0,-1,9,2,4,Flor marchita,0,0.0
-1,-1,17,0,-1,7,0,4,The Field Mouse,0,0.0
-1,1845,17,0,5625,12,0,4,Cleopatra's Palace: In Search of a Legend,0,0.0
-1,1845,17,0,15234,14,0,4,Ghost Planes and the Mysteries of Flight 370,0,0.0
-1,-1,17,0,-1,10,2,4,Los indolentes,0,0.0
-1,2877,17,2,-1,13,1,4,Red Water,0,0.0
-1,2384,19,0,-1,8,0,4,Cárcel de Mujeres,0,0.0
-1,3141,14,1,13746,14,0,4,Park Road - the Movie,0,0.0
-1,1599,19,0,-1,14,1,4,Almost Thirty,0,0.0
-1,3367,17,0,4126,8,0,4,El amor no es ciego,0,0.0
-1,1599,17,0,-1,13,1,4,El Viaje de la Nonna,1,0.0
-1,2376,17,0,4747,11,1,4,The Things of Love,2,0.0
-1,3066,17,2,14187,14,1,4,"Pulp: a Film About Life, Death & Supermarkets",2,0.0
-1,1599,17,2,10518,13,1,4,The Russian Game,0,0.0
-1,-1,17,0,-1,14,0,4,Everyone's Going to Die,1,0.0
-1,3907,17,3,9449,12,0,4,Mulholland Dr.,3,0.0
-1,1599,17,3,17978,14,0,4,Dave Chappelle: The Age of Spin,3,0.0
-1,3066,17,2,-1,14,1,4,David Bowie: The Last Five Years,3,0.0
-1,2384,74,2,2161,14,2,4,Sami Blood,3,0.0
-1,2384,23,0,14236,14,1,4,Love and Fury,1,0.0
-1,3032,17,4,6849,11,0,4,Blood Rage,2,0.0
-1,2384,17,0,12476,14,2,4,About The Pink Sky,0,0.0
-1,3032,17,3,21328,14,1,4,The Evil Within,3,0.0
-1,3281,17,2,329,11,1,4,Space Mutiny,0,0.0
-1,-1,17,0,9645,14,1,4,Harmonia,0,0.0
-1,2804,17,0,-1,14,0,4,Streit's: Matzo and the American Dream,0,0.0
-1,1845,17,1,-1,14,0,4,The Last Laugh,0,0.0
